,,,,,,,,,Lab,,,Lab,,,,,,,,,,,,,,,,,
Chester Creek ,4/29/14,9:40,"0.21"" rain ",B,N/A,1.3,14.81,106.00,262,,,3.3,100,,,,,,,,,,,,,,"overcast, windy, 40F. YSI 85",,
Chester Creek ,5/1/14,11:35,"0.63"" rain 4/30-5/1",R,N/A,1.3,12.99,98.00,176,,,4.9,100,,,,,,,,,,,,,,"rain past two days, light drizzle 40F. Lena",,
Chester Creek ,5/13/14,11:00,0.95' rain,R,N/A,6.4,12.34,101.00,160,,,6.7,100,9.3,2.2,,,,,,,,,,,,"post-rain sampling, bank full, partly sunny",,
Chester Creek ,5/20/14,11:15,"0.16"" rain ",B,N/A,9.2,10.62,97.00,237,,,3.3,100,4.5,1.2,,7.16,,,,,,,,,,"Ole, post-rain event, overcast and light drizzle",,
Chester Creek ,6/2/14,9:10,"2.45"" rain 5/31 - 6/2",R,11,13.4,9.22,88.00,253,,,8.3,95,3.1,1.7,,,,,,,,,,,,"YSI 85, Post-rain sampling, stream near bankfull, overcast",,
Chester Creek ,9/10/14,2:40,"0.26"" rain 9/9 - 9/10",B,0,12.4,9.36,88.00,485,,,19.8,100,,,,,,,,,,,,,,"following 0.42"" of rain, overcast and 45F",,
Chester Creek ,10/2/14,8:50,"0.86"" rain 10/1-2",R,1,10.9,9.13,84.00,398,,,5.0,100,,,,,,,,,,,,,,"0.76"" of rain within 24 hours or sampling. 400mL Filtered for TSS",,
Chester Creek ,3/19/15,14:30,"1.5"" snow, snowmelt ",S,1,0.34,13.27,97,258.2,,59,7.25,95,6.1,2.7,,7.05,,,46.2,711,,,,6,,,,
Chester Creek ,3/16/15,17:30,"0.19"" rain, snowmelt ",S,8,0.02,13.26,96,219,,55,14.6,,18.9,5.5,,6.78,,,50.9,1049,,,,78,,,,
Chester Creek ,4/13/15,11:16,"0.38"" rain 4/12-13",B,2,3.78,11.98,95,384.7,,81.3,7.1,81.5,6.8,3.2,,6.12,,,50.7,1072,,,,30,,,,
Chester Creek ,4/19/15,14:00,"0.52"" rain ",R,2,3.71,10.1,97,442.8,,98.5,9.8,81,9.7,3.3,,7.26,,,39.7,836,,,,20,,,,
Chester Creek ,5/11/15,09:32,"1.36"" rain 5/10-11",R,20,4.14,12.13,98,337.4,,73.9,12.2,50,59.7,12.2,,6.47,,,49,855,,,,770,,,,
Chester Creek ,5/12/15,11:15,"1.44"" rain 5/10-12",R,5,5.41,12.47,104,272.8,,56.7,5.01,100,4.5,2.8,,6.72,,,26.5,818,,,,42,,,,
Chester Creek ,5/26/15,9:10,"0.84"" rain 5/24-26 ",R,5,11.43,9.75,94,287.1,,57.3,10.6,73.5,20.1,2.5,,7.26,,,29,663,,,,53,,"Overcast, fog, around 50F,calm,  rain 5/25 of 0.6""",,
Chester Creek ,6/22/15,12:30,"1.54"" rain",R,7,15.53,9.36,99,336.2,,61.5,11.9,36,24,6.5,,7.29,,,76,847,,,,2400,,"Overcast, heavy rain in morning, stream out of banks, little bits of flowing debris",,
Chester Creek ,6/29/15,15:16,"0.60"" rain 6/28-29",R,0,18.81,8.74,,472.3,,81.9,4.6,100,4.6,2,,7.52,,,25.8,685,,,,340,,,,
Chester Creek ,7/6/15,11:17,1.87' rain 7/5-6,R,10,16.84,8.39,91,267,,43.7,15.5,40,36.5,8.3,,7.11,,,70,788,,,,980,,"Lightly raining, heavy rain the night before.",,
Chester Creek ,7/13/15,9:20,"0.94"" rain 7/12-13",R,7,17.81,8.12,91,,,49.7,6.5,97,7.1,3.1,,7.14,,,54.7,781,,,,2000,,,,
Chester Creek ,7/28/15,10:20,baseflow ,B,0,19.4,5.75,63,883,,178.2,2.61,100,1.6,0.7,,,,,17,868,,,,490,,,,
Chester Creek ,8/7/15,09:00,"1.37"" rain 8/6-7",R,0,16.12,8.82,94,382.5,,73.5,14.4,46,11,3.4,,7.17,,,59.7,824,,,,2400,,"overcast, heavy rain night before",,
Chester Creek ,8/19/15,08:45,"1.77"" rain 8/18-19",R,1,15.2,8.94,90,378,,72.3,24.4,61,54.3,12.3,,7.17,,,122,955,,,,2400,,,,
Chester Creek ,8/20/15,08:50,"1.79"" rain 8/18-20",R,1,14.1,9.36,91,323.7,,82.7,3.51,100,3.2,1.3,,,,,38.5,669,,,,920,,,,
Chester Creek ,9/2/15,16:30,"2.02"" rain ",R,4,19.14,8.18,93,350.8,,59.4,9.98,68,14.5,4.6,,7.3,,,59.2,886,,,,2400,,,,
Chester Creek ,9/8/15,10:45,"1.98"" rain 9/5-8",R,1,17.7,8.76,92,274.4,,43.3,2.19,100,2.5,1,,,,,28.7,899,,,,100,,,,
Chester Creek ,9/23/15,1230,"1.32"" rain",R,13,12.09,9.62,94,211.9,,33.3,29.5,36,37.3,9.7,,7.25,,,119,1036,,,,2400,,,,
Chester Creek ,9/24/15,9:15,"1.60"" rain 9/23-24",R,20,13.1,9.29,88,227,,31.6,5.06,90,8.4,2.9,,,,,39.9,846,,,,1700,,,,
Chester Creek ,9/24/15,,"1.60"" rain 9/23-24",R,20,,,,,,32.7,,,7.8,2.5,,,,,42.9,750,,,,1400,,,,
Chester Creek ,9/17/15,10:15,"1.19"" rain ",R,9,19.07,8.18,93,170.3,,28.3,,15,99,24,,7.17,,,225,1306,,,,2400,,,,
Chester Creek ,10/28/15,1100,"0.68"" rain 10/26-28 ",R,2,7.59,10.87,98,304.5,,51.1,13,60,18.5,5.8,,7.29,,,49.8,741,,,,550,,,,
Chester Creek ,10/29/15,1045,"0.71"" rain 10/26-29 ",R,2,6.38,11.62,101,278.4,,44.8,2.9,100,3,2.1,,7.29,,,20,590,,,,130,,,,
Chester Creek,3/8/16,14:30,"Snowmelt 8"", rain 0.02",S,1,0.05,13.16,95.9,822.9,,206,9.2,75,6.5,2.5,,7.01,,,30,608,259,91,,,,,,
Chester Creek,3/9/16,11:18,"snowmelt 6"", snow 1.1"", rain 0.15""",S,2,,,,,,184,7.7,95,6.5,2.4,,,,,32,664,292,92,,,,"Overcast, Mid 30's. The middle of the channel is open with anchor and shore ice along banks, ~50% ice cover, less ice cover than 3/8 but similar flow.",,
Chester Creek,3/14/16,9:55,"snowmelt, rain 0.01""",S,8,0.25,13.49,98.6,337.7,,76.6,,100,6.1,,,6.78,,,26.1,688,344,25,,,,,,
Chester Creek,3/15/16,15:45,"snowmelt, rain 1.17""",R,1,0.53,13.03,95.8,283.8,,64.4,26.5,26,37,,,7,,,129,934,357,37,,,,,,
Chester Creek,3/16/16,14:00,"snow 8.7"", rain 1.53"" ",R,64,-5,16.5,103.3,287.6,,54,,57,,,,6.22,,,68,695,462,51,,,,,,
Chester Creek,3/18/16,14:40,"snowmelt 7"" ",S,6,0.53,13.57,100,310.8,,73.5,4.7,100,,,,7.01,,,24,556,344,20,,,,,,
Chester Creek,3/30/16,15:15,"snowmelt, rain 0.37 ",S,12,,,,,,80.8,8.5,75,7.5,,,,,,27,524,222,21,,,,Surveyor Battery Died,,
Chester Creek,4/14/16,13:10,snowmelt ,S,2,5.04,12.93,104.7,306.1,,65.5,2,100,2.3,,,7.36,,,14,348,88,6,,,,"Above normal level, moderate to swift flow, clear - can see bottom, some shoreline vegetation (grass) underwater.",,
Chester Creek,4/25/16,14:45,"1.69"" rain 4/24-4/25",R,45,2.51,12.35,95.8,201.7,,39,9.9,79,10.5,,,7.8,,,39,509,177,21,,,,,,
Chester Creek,4/26/16,17:00,"1.69"" rain 4/24-25",R,6,5.89,11.83,100.2,221.3,,43.8,4.2,100,4.2,,,7.22,,,24,523,123,5.7,,,,Turbulent.,,
Chester Creek,5/24/16,13:45,"0.28"" rain 5/23-24",B,0,18.36,9.9,111.1,414.6,,75.6,3.4,100,3.8,,,7.86,,,28.6,542,39.8,5.6,,,,,,
Chester Creek,6/6/16,12:15,"0.86"" rain 6/3-6",R,1,13.24,10.75,106.2,289.7,,52.4,1.7,100,3.3,,,7.66,,,23.9,563,23.3,3,,,,,,
Chester Creek,6/13/16,10:15,"0.69"" rain 6/12-13",R,1,12.29,9.66,95.3,397.5,,66.4,,100,4.6,,,7.58,,,15.1,613,148,19.5,,435.2,,,,
Chester Creek,6/15/16,13:50,"2.08"" rain 6/12-15",R,6,12.37,9.77,96.4,285.6,,47.2,6.2,96,12.4,,,7.15,,,45,663,42.3,15.4,,,,,,
Chester Creek,6/15/16,13:50,"2.08"" rain 6/12-15",R,6,12.37,9.77,96.4,285.6,,47.4,5.9,96,12.6,,,7.15,,,46,681,44.3,12.5,,613.1,,,,
Chester Creek,6/16/16,9:10,"2.09"" rain 6/12-16",R,6,12.1,9.78,91.5,274.8,,41.4,3.8,100,6.9,,,,,,35,958,31,37.4,,111.2,,,,
Chester Creek,7/6/16,12:45,baseflow ,B,0,20.41,9.16,107.3,709.7,,,,100,,,,7.55,,,,,,,,224.7,,,,
Chester Creek,7/8/16,12:40,"0.84"" rain 7/7-8",R,0,17.47,8.69,96,501.7,,91.2,4.01,100,4.1,,,7.64,,,41.2,631,72,5,,,,,,
Chester Creek,7/11/16,11:12,"2.27"" rain ",R,1,16.46,8.78,95,425.5,,73.3,6.69,99,7.9,,,7.31,,,57.7,791,176,14.1,,1300,,,,
Chester Creek,7/12/16,9:15,"2.28"" rain 7/11-12",R,15,16.51,8.4,91,252.1,,38.6,6.68,87,9,,,7.07,,,56.4,847,24.5,7.1,,816,,,,
Chester Creek,7/12/16,9:15,"2.28"" rain 7/11-12",R,15,,,,,,40.1,6.69,,9.2,,,,,,57.4,822,24.1,4.3,,,,,,
Chester Creek,7/29/16,8:45,baseflow ,B,0,16.18,8.95,94.6,680.5,,,,,,,,6.84,,,,,,,,38.4,,"Loaner Hydrolab, No photos, secchi or water sample",,
Chester Creek,8/2/16,11:50,"1.10"" rain ",R,14,19.04,8.47,95.1,371,,65.4,8.32,64,10,,,7.32,,,58,888,294,47.4,,2419.6,,,,
Chester Creek,8/11/16,9:05,"0.26""rain 8/10-11",B,0,17.75,7.6,83.7,656.3,,,,100,,,,7.49,,,,,,,,201,,No water sample,,
Chester Creek,8/15/16,12:00,baseflow,B,0,19.68,10.03,114.7,680,,,,100,,,,7.31,,,,,,,,317,,,,
Chester Creek,8/29/16,12:45,"1.72"" rain ",R,1,17.69,9.04,99,430.8,,75,4.85,82,5,,,7.4,,,40,666,72,7,,2419.6,,,,
Chester Creek,9/6/16,10:45,"1.28"" rain 9/4-6",R,3,18.12,8.83,98.2,309.7,,46.5,3.87,100,5,,,7.13,,,42,817,36,11,,,,,,
Chester Creek,9/8/16,13:45,"0.84"" rain 9/7",R,5,18.3,8.94,99.7,279.7,,42.1,5.1,100,5.5,,,7.08,,,40,810,22,5.9,,,,,,
Chester Creek,9/21/16,13:40,baseflow,B,0,15.55,11.24,117.1,480.6,,,,100,,,,7.56,,,,,,,,88.9,,,,
